"","p_cntrl4224","p_cncr8407","p_cntrl6764","p_cncr3273","p_cntrl1262","p_cncr8861","p_cncr5984","p_cncr8964","p_cncr7142","p_cncr1466","p_cntrl8055","p_cncr5423","p_cncr4352","p_cncr5461","p_cntrl4503","p_cncr5996","p_cntrl6350","p_cntrl2055","p_cncr9392","p_cncr2497","p_cntrl3871","p_cntrl9527","p_cncr8117","p_cntrl3797","p_cncr2900","p_cncr4395","p_cncr2896","p_cncr3688","p_cncr3488","p_cncr5857"
"11110010000101111101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01101000010111001001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10011100101001101011",1395884,1379690,490,2881848,168090,289264,641169,757877,15587,79843,61327,6958,410648,35597,13502,295466,1111276,13108,1687,423144,1038552,136896,58967,31123,88701,2135760,6329,323254,64235,208900
"11001010110001001011",14784,5545615,184,124128,592505,367352,274923,4183,42608,16453,1117672,4825,107760,3901,34923,77707,742637,987,10877,1612109,24704632,141613,761,122685,265566,602105,4152,185330,3765,122977
"01101111110001010100",222433,26132,27017,232850,6725,68546,14677,406101,221404,28353,10564559,577097,201458,1113492,1354347,402463,110645,25470,65594,50694,5786551,39433,173848,321260,1733,4166,26135,127330,73288,53406
"10110100101000010010",499765,145738,26166,8263238,6069,8698,1059027,1617913,14641,10943,1088174,3753983,199275,1151026,1322,49280,470836,228121,567809,135,2591,3826,1674416,40847,8843,262893,743241,2415,1260858,846448
"11011100101000110101",2279407,130549,106117,400932,39078,170666,13798,41883245,245,53614,3404027,384747,1058583,554467,10694,139071,5801837,4891,26738,2711,15909,22015,265120,2532,18804,76342,1290185,13453,1208627,368002
"00010110110100001111",18648,1264800,7551,120548,8365,23580,43745,8764,383297,2952245,447730,23389,69507,486,4929,24887,73735,567,2450835,1455142,135768,11488527,6953,46297,14798392,553698,4,4588480,4191652,575
"00101110010001100000",65424,78130,3070,1064808,21468,157363,3799,30088,80517,1119480,70040,13941,113340,236077,1363865,23368,32812,97328,20300,52811,5533285,21390,6828,617449,1512,833,11023,194208,71852,170503
"00001011101100101010",711,34910,40212,2554,17356,147834,239713,13840,1323,99763,3648,1264,43201,1716,1561491,173985,864868,225884,28328,873225,79940,48440,172,2322009,5584425,4331188,40,266009,330335,17401
"00100111110111000101",327696,2091,18300,1254218,25458,7153,26833,12332,3599728,331815,202217,60692,302990,105294,182324,233914,27395,376268,15093,560207,831327,2338858,322835,1906133,1014931,23990,2666,213448,389568,3219
"01101000000111110010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10000001010011100111",5234,169,141233,713355,311669739,90388,22538,149477,151788,72480,4857,1578483,346745,269647,45383,3524773,25393,2276418,23000,74926,695381,689742,395664,141484,8568,3050,8249,49420,263820,1609980
"10000011000011000010",87,137,2780,37615,18811042,2229,167922,26,256,10409,59,10083,12851,32661,22473,19053,3818,796412,171137,2407,511,926,262,199046,106000,1091,72,503,67,1230968
"11001110111010110011",47571,391403,12251,237638,502535,3704347,380,432040,942,10210,30101720,66572,1326014,3895,7748,2619,2414441,3937,50837,20039,94331,1337,178782,305720,264039,39241,237307,351368,23424,785518
"01111110100111111100",63091,246977,240,1459,847,9673,3166,140,5275,35807,853,56,7138,54723,417340,10926,1879,85,45045,4930,103,138,990,31574,22977,929,76,473165,359,16801
"00101010110001001001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11111111100000001101",4547,147101,901,21145,3737,4944,8229,9535,116,28728,93349,542,11425,11737,293453,45871,13496,123,29224,121577,1252,624,511,519,728029,37594,30,3708,1524,30626
"00111110101000010110",316227,38478,2551,586536,11109,26320,22176,1237967,54312,75386,1264740,817535,12416,472381,2422,111044,1166269,14850,613799,2021,1806,4018,250394,536075,6299,134364,18555,133850,2176537,509706
"01111100100111001101",25654,267155,180,14018,2918,189,9149,419,62537,58672,124,13,8486,17524,17730,17311,7089,187,4154,64006,1182,70057,3922,2358,293401,162712,553,49216,767,3674
"11100110010001111001",233707,3232831,25849,116199,2073,16721248,5728,9630,10014,69027,7597717,31675,129583,370017,2144780,1170,14200,9506,189270,57893,2088159,3238,99526,56263,2300,2853,183343,22126,5463,64028
"11000100111010111000",987843,435862,301210,343053,10147,1126769,19620,92453,474,1386,4932016,110435,1747392,30080,593293,1749,77690,3975,45134,5144,161461,4562,177625,14357,41792,42761,537558,83794,132118,99571
"11110110001011110101",33390178,25680,9655,714720,103403,1543814,10039,350467,3483,18506,552714,1458309,190691,20107840,62710,2654,126690,174920,56867,5427,736,334,4108086,416820,393,2912,8752705,38649,24740,2847832
"00100000011111001111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11010110011110001000",370136,12514160,157205,403547,6774,32705,123294,527,4680,192409,84441,159007,315383,2087,219567,34,73221,9438,1314202,191515,1681,3522,3952,263822,546849,193694,7997,579938,14825,45593
"00101100001011011011",70619,68807,12217,186712,27153,367552,2167,8838,2299814,87136,19263,5027,6448,438244,4862,4955,937398,139638,16649,47559,116590,27318,10192556,1453360,2590,2074882,2797105,15645,8393,464350
"11010000000101001110",238,190852,4959,4651,446447,99,5554687,52,2601,41157,3,5201,961,11945,10129,21553,659,8133,2776924,1328,90,83719,26,1406,10207,61537,15,5616,328,37667
"00011110110001001101",1699133,522501,257,1267913,33901,207226,16043,38926,340395,1009816,1349157,11153,116559,19525,44859,202044,220697,153,22924,7675216,7195907,1469777,12392,42860,436208,41012,173,2561182,397775,7624
"00110001100001001001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11010100000001001110",4092,192984,2212,58053,354562,453,1306438,545,1437,30044,178,13322,4203,22302,10536,6566,731,1949,977677,2319,1507,93441,469,354,1294,24588,19,17263,258,62951
"10000000001100011111",2238,26141,3168222,20095,138881,29297,290261,4856,36614,361888,4606,351667,774,46932,1764,50797,316648,300792,5305624,906,1058,670611,19948,75421,62832,4676882,48463,549,421072,58252
"00110101101100000100",329509,4087,456260,1232732,997,287,1365253,2233906,34038,139488,12851,730514,185694,535218,134784,304138,106823,2444646,128322,14353,3949,923473,172720,64962,201544,1094696,7751,15030,23208646,6916
"11100110100110001000",8281,600628,2043,14064,338,273,226791,4,395,14880,5217,54,13038,1985,210372,295,2841,825,39386,1069,269,768,44,11422,1630039,52588,262,3074,178,5890
"11110111100100111001",889,706589,29999,1111,41,104813,6013,2215,10,29277,60100,195,106191,9462,1241118,2151,2967,1256,717671,14502,111,69,1321,1164,8994059,5641,48,1202,1211,2670
"10100110110011011110",3374639,96981,1485,3954314,131822,80693,274394,1050,13816023,19047,5352568,1068427,15209,261326,27491,278628,8863,3378,123003,3514,318230,10676,480979,1053260,1280,6796,5373,725438,36249,341462
"11010101101100001001",234761,2039356,845551,177016,499,13344,3005089,210796,737,69729,222165,29900,2925416,11148,209988,6312,1390265,87896,43266,956203,54835,550132,35011,6853,16223237,30239908,13498,8041,186896,2472
"11011001000110000110",13,4618,166241,3527,6560443,14,39503,631,1716,152516,5,17216,14004,5585,4947,123389,27281,32807,561240,1183,8,2723,260,5738,89466,14621,69,3822,908,1036294
"01001101101111000111",75627,6848,69182,106628,527278,1424,186025,268014,487552,68877,7132,21778,417520,23872,9109,192745,3713058,1036265,2091,578440,525839,29378591,377405,908259,233166,22168475,25003,409608,33844,15169
"11100111001001010010",80657,44550,164022,342072,24004,160571,1052503,79590,6648,6595,666691,5235035,77269,2433868,214485,2965,149624,15527654,686859,3711,39634,1835,458187,2331821,347,127485,487160,3025,1774,956306
"11100000111101011001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10110000111100101100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11101000100000001101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10101010101010111100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00100001100101011110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01110010100011100110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10001000111110111110",12977,53084,176880,85747,1327840,44679,28784,14845,192015,35503,11821,150644,8804,5931,22456,1552969,97556,7193,147607,1215,4949,11774,11196,280567,46005,129949,7626,364249,618005,498861
"10011101000000100111",38,1363,59429,48481,4004846,2055,1097,169397,150,1364595,323,9079,27601,7791,6090,473893,13754,16338,258692,4926,562,16693,2744,311,89662,2295,6,2862,12915,337009
"00111010100010010111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10000101101010110101",1220613,112,2855258,853685,267180,234255,13361,3865665,786,22968,1695616,1221681,1430752,970579,50918,512137,835387,609958,10067,2372,23674,64518,4752275,36415,148972,27794,503483,2258,2698291,211530
"10111100110110010001",231274,1347816,90923,5359503,3475,3636,2615,48518,2671616,1758487,1145016,83826,1230942,77689,1349,139590,1473164,3853,63837,2559,13341,3995,1973174,47185,830573,12988,1289466,9587,477238,205707
"10000100010001100011",14161,60713,38010,4116714,2103283,114257,52943,139543,51973,643119,69148,168264,715710,39737,11223,52737,40653,407083,80902,20502,11256990,3313853,84987,23255,10714,9909,9666,34612,91447,118003
"10011101010100111011",394,3010536,8557268,47852,18017,343427,1693,71506,199245,22573302,84935,81430,492186,2600,58970,159968,296361,14054,2366090,235011,115226,22920,196744,19744,512368,32208,226,115548,157913,58846
"10110011111111100010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01101010001000110100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00110001010011010011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00100000001101001010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11011111000111010011",164,123700,23542,4911,210622,4993,2728,117,2526,529262,873,2615,90673,5501,2396,1644,96103,19762,1129879,14422,75,248,8028,96379,613597,3436,219,5365,5,200258
"11001110010111000000",236343,1919575,53280,953092,137752,2407,153795,157,413611,2646148,45171,55860,633967,11456,92099,2561,458686,42207,31926,28884,563010,43366,1548,1645929,22478,9393,42294,257089,714,172763
"11010110011110011011",20739,18541156,251976,60310,16733,735953,4559,1547,18350,181110,685398,223556,136580,1261,4536,29,247730,5481,17752971,142158,650,2631,201178,379358,1128286,426872,17578,343300,8138,60203
"00101001001111010011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01011010110011010010",44778,372360,326,70504,674021,207553,10826,17507,99718,6917,422996,115197,1545255,94354,4707,29197,1703878,1799,137898,108026,131177,2001,86171,1263324,43784,4347,44679,1667849,20255,1484223
"10110000010110100001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00111110010001110111",30325,81535,2264,331218,211673,1542358,159,702052,1009701,1945355,352574,286797,30287,517553,10761,148873,51441,11022,971535,55825,117961,13138,1064890,322313,820,566,4035,1131518,315982,497734
"00001011111101100000",8125,6895,16326,111269,100526,148020,93598,109838,2032,45918,5104,15603,305841,15934,4314426,339657,108175,1631898,20189,587374,673154,68160,351,3412346,1601491,35794,931,159336,184354,18997
"01100100111000010010",9631,218478,64878,367918,2583,47056,17273,2436024,8303,945,3498799,504371,177391,77942,14091,1580,81899,104083,1496440,1406,164928,100645,963688,38038,9203,563077,847102,19040,806139,36422
"11110100101000111101",6692245,479349,48259,239757,960,707834,54987,7281386,740,5261,4888829,179126,157944,1795482,149132,30787,144956,4087,49453,6030,7975,7931,1161296,1796,7591,304434,982007,12086,1940125,85268
"00001110100100101010",38,213590,1151,1015,2806,3126,12602,48,240,714073,363,4,4726,50,74865,6839,8922,409,138238,10540,5331,32209,2,14711,7803073,56043,0,113704,2168,1236
"10000100101111001111",2682347,44263,12870,2175425,396475,2477,8598254,2950,1802205,105242,9827,37250,25944,18790,2114,160096,210025,138449,6434,29721,106956,18270923,98291,348825,210153,19112605,9189,138516,53966,13856
"00010010000000110110",22,393,6175,755,611137,45831,839,3431,10,58257,229,17210,1886,56804,5274,11432,1940,5693,50020765,141,5,601,259,5168,27268,75,9,3475,57279,247951
"00011011111100000101",4741,7604,43049,133284,122954,30596,6361,908090,4344,290018,43100,142749,93802,6776,49007,360711,713600,64483,379461,1880314,8257,208730,3367,262367,38867476,257310,643,72020,6848665,12939
"10110010000001110010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10010111111101001010",188421,1824249,10010,3488064,26700,37909,14905881,10771,84139,64656,104829,567310,300935,2300,223907,38818,19473,175457,729147,1543582,146062,88371,6680,972744,1902530,814209,18,1766682,26779,9497
"01101001000101000000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10001110011101011000",147484,3281459,210256,694199,6539,172278,128571,301,135312,1761587,89651,126858,6251,11918,191132,3360,93247,42083,1624145,11516,89520,8173,1753,1713281,23262,55502,12579,29207,2041,43216
"11110000001011011111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11010010110110010010",15437,1479886,31156,72588,106496,14775,180358,2318,25030,27784,602094,979651,1836743,11545,2440,8504,592820,5484,3738411,3170,1441,1455,15686,410477,1038411,9665,16995,176392,89920,364918
"10010000001011011100",6590731,5613,67036,838298,874910,75324,988382,5499,41877,16055,3525,3856643,13741,10517975,20391,93126,118174,109173,176731,1950,664,3736,337374,166588,757,24551,1204871,4839,99992,3893076
"10011001001000010111",2182,1788,1393418,173979,5072269,56787,14958,3944837,7419,213465,25313,10355902,24185,689165,1249,1479779,5024048,729554,1237893,6327,962,12062,646361,52143,18442,203653,152536,648,847801,6422857
"00001111010101111010",719,394473,619489,7710,10816,1047912,6757,1336,559766,7243321,26176,15764,71325,4143,1881122,47487,47784,79824,1400721,578826,2753087,61293,9014,2766439,43573,9338,16,1842166,9963,11612
"10011000110110100100",160898,33430,43055,1303016,1651421,848,72494,65138,132495,779022,5356,215853,842255,37872,24683,8860499,252146,5031,13521,3361,9430,30069,3234,34080,190255,2164,6107,358765,5997752,729193
"00110111011110110100",60951,2593,2553317,151164,9016,205295,433,203400,22360,331352,43295,3815839,117435,309890,970707,6972,7797,893070,6506911,16324,117,663,1256963,1897429,32552,851,6296,366225,2822955,104395
"01100000111110000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01000101011011011100",227889,5484,3013974,96149,73972,387457,10957,42363,46359,5627,93005,1512146,100784,376325,1624890,3215,16934,202296,385427,175185,313694,247943,2631839,156680,1392,63476,108434,127816,33656,38205
"00101000010101100010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11011001011100111001",750,1799299,9312141,6357,13905,2232114,1753,405271,478,140537,23179,75378,293550,15502,1149067,14579,385159,45112,1171220,398191,6252,1271,27162,15631,570051,136974,72232,7883,92476,130852
"10011011110101111001",32811,829014,25274,50570,17529,3660503,31988,16175,24715,551598,246539,17811,730092,32583,1013578,1926127,266841,5931,83685,1566369,314906,1852,6120,226937,4882406,4102,558,83265,51452,47226
"11110010110111101110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00001101100101010000",245,2696,124678,13394,2285,297,40306,1001,2064,260489,321,423,45275,21331,43597,154658,25839,78891,150900,746,14956,96628,843,10171,884496,6748,140,243,877,2111
"11000011111111101111",40499,31522,10286,33538,3826477,687879,310101,16818,13414,2233,30990,62146,119693,4455,922401,120883,18652,146439,21172,3236929,115229,147463,7862,1499235,832607,677242,514,2795089,21017,33947
"10000011011001011100",70773,2538,433541,290488,578115,1700731,252950,8639,6069,12447,125874,12820672,3654,599764,1882940,111657,8614,501665,3102249,28550,40810,6689,12335,624419,3999,8634,8486,4568,44892,297580
"00001100101011010101",5083095,925,17983,1301237,224926,43327,8374,305530,134668,61208,204304,58308,104504,1305955,1687,211469,5060927,60154,3016,6781,221460,1029385,2753657,259732,25073,185355,3939449,10440,245884,114932
"11011110100111100110",22317,118534,108,38047,1336985,223,186580,428,2239,99688,255,1099,67683,3193,8007,68128,8627,873,24199,1800,196,2682,65,32532,58811,1698,5,1510157,135,153795
"01010100101001011110",2303356,299297,8594,122098,12132,75293,2185785,432710,29244,3117,205723,493314,88040,467236,13104,20493,177736,10605,398462,29331,89975,1037161,542391,29571,2169,2045911,14778,518761,212299,22955
"10100100101010001000",6752975,61178,17134,7540256,3522,5870,1465047,10089,22568,6998,248649,31259,107946,253784,108721,13903,203898,68772,1853,3380,54032,16123,135955,79005,45695,1766109,1000235,4439,281101,192275
"11110101110011000100",11675648,26511,16487,26126754,192471,1363,1071160,815271,633641,5730,635360,7934242,6532094,3003299,324171,883899,21472,90007,6000,49004,515125,56351,2765826,28558,2153,5852,111909,254538,209884,469491
"11010001100100011110",43,40068,196898,658,25713,448,782162,1223,244,6465,459,20156,7892,7429,21943,212078,3639,2591,9839016,665,29,6846,331,494,540541,58554,8,1285,5914,16003
"01110000110001111101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00010111000001011010",144,14568,8225,3502,10737,97355,14524,141,400,81478,1095,3747,8918,19206,65192,1446,1711,13095,16070534,41532,899,1621,3651,23033,119893,2092,1,7747,242,16672
"10110011100100010000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10001100010111101000",213107,977210,167480,1110844,99860,10776,92973,247,1888072,7175149,2177,6246,265391,10576,598093,71124,52536,23587,5504,40614,2205903,118581,4371,227375,14108,9741,4972,488653,8456,101965
"01001001001010110111",541,251,2324498,1430,5192752,714992,184,2643606,1249,17137,10540,136460,108739,321536,30850,73086,4372552,772652,55276,36789,7941,31188,1395702,220308,9523,187110,704174,14330,341614,2027595
"00101001010010010110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11111000111100100000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10000000111101000110",45024,11724,16472,5353382,5107837,584,28278201,58159,247601,14006,2592,3218634,13861,35018,4263,1729622,17781,1462377,324261,1125,74578,8016683,2274,234015,27383,557290,6928,34757,540609,57683
"10001110000110000011",34,32776,9934,23949,454342,292,1863,9,2392,6408577,281,142,5164,184,325,1099,101205,8554,278027,1137,134,6942,94,60718,5397721,20712,62,1537,105,76852
"01011110000101110000",663,318821,9171,906,2025,14650,2126,379,51,876959,201,227,48389,20395,105304,400,12874,3931,2014855,1788,211,578,83,16086,47393,211,112,13832,109,15457
"11101011001111010011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10010110110010101101",5022979,129102,3356,1895062,150594,625952,7826,30879,10770,293473,6054919,62949,1210042,12884,94360,70331,59976,161,19918,469966,120734,30918,41106,15623,1413277,3145,351,2389899,2284408,59596
"10111111010011010010",78137,113064,20420,5267543,473922,78731,8190,15032,5288341,430627,497745,5463052,398595,624511,28118,132352,162796,149362,353364,29177,40332,74,3773936,4392439,1456,530,24042,205091,4687,15902330
"00100111100011101001",6140,967,186,12253,4639,220166,1762,414,179,5371,3629,8,58043,30544,2769973,7538,925,11271,1475,473089,30494,2958,5488,28005,2995078,3948,37,8851,853,4514
